#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IFNK	IFNLR1	9606.ENSP00000276943	9606.ENSP00000327824	0	0	0	0	0	0	0.650	0.610	0.857
IFNL1	IL2RB	9606.ENSP00000329991	9606.ENSP00000216223	0	0	0.279	0	0.045	0	0.650	0.097	0.753
IFNL1	IL10RA	9606.ENSP00000329991	9606.ENSP00000227752	0	0	0	0	0.042	0	0.650	0.667	0.878
IFNL1	IL26	9606.ENSP00000329991	9606.ENSP00000229134	0	0	0	0	0	0	0	0.797	0.797
IFNL1	IL4	9606.ENSP00000329991	9606.ENSP00000231449	0	0	0	0	0.045	0	0	0.446	0.448
IFNL1	IL9R	9606.ENSP00000329991	9606.ENSP00000244174	0	0	0	0	0.044	0	0.650	0.082	0.666
IFNL1	IL12RB2	9606.ENSP00000329991	9606.ENSP00000262345	0	0	0	0	0.047	0	0.650	0.145	0.689
IFNL1	IL27RA	9606.ENSP00000329991	9606.ENSP00000263379	0	0	0	0	0.047	0	0.650	0.136	0.686
IFNL1	STAT3	9606.ENSP00000329991	9606.ENSP00000264657	0	0	0	0	0	0	0.500	0.369	0.671
IFNL1	IL22RA1	9606.ENSP00000329991	9606.ENSP00000270800	0	0	0	0	0.042	0	0.650	0.691	0.887
IFNL1	IL9	9606.ENSP00000329991	9606.ENSP00000274520	0	0	0	0	0.042	0	0	0.523	0.523
IFNL1	IL18	9606.ENSP00000329991	9606.ENSP00000280357	0	0	0	0	0	0	0	0.419	0.418
IFNL1	IL10RB	9606.ENSP00000329991	9606.ENSP00000290200	0	0	0	0	0	0	0.900	0.995	0.999
IFNL1	IL22RA2	9606.ENSP00000329991	9606.ENSP00000296980	0	0	0	0	0	0	0.650	0.707	0.893
IFNL1	IL13	9606.ENSP00000329991	9606.ENSP00000304915	0	0	0	0	0.054	0	0	0.433	0.440
IFNL1	IL20RA	9606.ENSP00000329991	9606.ENSP00000314976	0	0	0	0	0	0	0.650	0.761	0.912
IFNL1	IL23R	9606.ENSP00000329991	9606.ENSP00000321345	0	0	0	0	0.060	0	0.650	0.185	0.708
IFNL1	IFNLR1	9606.ENSP00000329991	9606.ENSP00000327824	0	0	0	0	0.042	0.946	0.900	0.999	0.999
IFNL1	IL20RB	9606.ENSP00000329991	9606.ENSP00000328133	0	0	0	0	0.042	0	0.650	0.704	0.892
IFNL1	IRF5	9606.ENSP00000329991	9606.ENSP00000418037	0	0	0	0	0.055	0	0	0.396	0.405
IFNL1	IL17A	9606.ENSP00000329991	9606.ENSP00000497968	0	0	0	0	0.042	0	0	0.446	0.446
IFNL1	RELA	9606.ENSP00000329991	9606.ENSP00000384273	0	0	0	0	0.042	0.292	0	0.271	0.462
IFNL1	IFNW1	9606.ENSP00000329991	9606.ENSP00000369578	0	0	0	0	0.183	0	0	0.370	0.463
IFNL1	IL24	9606.ENSP00000329991	9606.ENSP00000375795	0	0	0	0	0.044	0	0	0.581	0.582
IFNL1	STAT4	9606.ENSP00000329991	9606.ENSP00000351255	0	0	0	0	0.050	0	0.500	0.295	0.635
IFNL1	PRLR	9606.ENSP00000329991	9606.ENSP00000482954	0	0	0	0	0.042	0	0.650	0	0.650
IFNL1	IL13RA2	9606.ENSP00000329991	9606.ENSP00000361004	0	0	0	0	0	0	0.650	0	0.650
IFNL1	IL19	9606.ENSP00000329991	9606.ENSP00000499459	0	0	0	0	0.044	0	0	0.661	0.662
IFNL1	IL5RA	9606.ENSP00000329991	9606.ENSP00000412209	0	0	0	0	0	0	0.650	0.088	0.667
IFNL1	IL13RA1	9606.ENSP00000329991	9606.ENSP00000360730	0	0	0	0	0	0	0.650	0.125	0.680
IFNL1	IL21R	9606.ENSP00000329991	9606.ENSP00000338010	0	0	0	0	0.042	0	0.650	0.133	0.683
IFNL1	IL11RA	9606.ENSP00000329991	9606.ENSP00000450565	0	0	0	0	0.047	0	0.650	0.146	0.690
IFNL1	IL2RA	9606.ENSP00000329991	9606.ENSP00000369293	0	0	0	0	0	0	0.650	0.159	0.693
IFNL1	IL4R	9606.ENSP00000329991	9606.ENSP00000379111	0	0	0	0	0	0	0.650	0.188	0.703
IFNL1	IL6ST	9606.ENSP00000329991	9606.ENSP00000370698	0	0	0	0	0	0	0.650	0.193	0.705
IFNL1	IL12RB1	9606.ENSP00000329991	9606.ENSP00000470788	0	0	0	0	0.049	0	0.650	0.218	0.716
IFNL1	IL6R	9606.ENSP00000329991	9606.ENSP00000357470	0	0	0.208	0	0	0	0.650	0.222	0.765
IFNL1	IL22	9606.ENSP00000329991	9606.ENSP00000442424	0	0	0	0	0.044	0	0	0.784	0.784
IFNL1	IL6	9606.ENSP00000329991	9606.ENSP00000385675	0	0	0	0	0.067	0	0	0.819	0.823
IFNL1	IL10	9606.ENSP00000329991	9606.ENSP00000412237	0	0	0	0	0	0	0	0.850	0.850
IFNL1	TYK2	9606.ENSP00000329991	9606.ENSP00000431885	0	0	0	0	0.043	0	0.500	0.716	0.852
IFNL1	STAT1	9606.ENSP00000329991	9606.ENSP00000354394	0	0	0	0	0.056	0.174	0.500	0.740	0.885
IFNL1	JAK1	9606.ENSP00000329991	9606.ENSP00000499900	0	0	0	0	0	0	0.500	0.831	0.911
IFNL1	IFNL2	9606.ENSP00000329991	9606.ENSP00000333639	0	0	0.058	0.965	0.776	0.479	0	0.912	0.989
IFNL1	IFNL3	9606.ENSP00000329991	9606.ENSP00000481633	0	0	0.057	0.966	0.763	0	0	0.971	0.992
IFNL2	IL2RB	9606.ENSP00000333639	9606.ENSP00000216223	0	0	0.227	0	0	0	0.650	0.107	0.737
IFNL2	IL10RA	9606.ENSP00000333639	9606.ENSP00000227752	0	0	0	0	0	0	0.650	0.570	0.843
IFNL2	IL26	9606.ENSP00000333639	9606.ENSP00000229134	0	0	0	0	0.103	0	0	0.799	0.811
IFNL2	IL4	9606.ENSP00000333639	9606.ENSP00000231449	0	0	0	0	0.108	0	0	0.400	0.441
IFNL2	IL9R	9606.ENSP00000333639	9606.ENSP00000244174	0	0	0	0	0.047	0	0.650	0.078	0.665
IFNL2	IL12RB2	9606.ENSP00000333639	9606.ENSP00000262345	0	0	0	0	0	0	0.650	0.094	0.669
IFNL2	IL27RA	9606.ENSP00000333639	9606.ENSP00000263379	0	0	0	0	0	0	0.650	0.145	0.687
IFNL2	IL22RA1	9606.ENSP00000333639	9606.ENSP00000270800	0	0	0	0	0	0	0.650	0.604	0.855
IFNL2	IL9	9606.ENSP00000333639	9606.ENSP00000274520	0	0	0	0	0.103	0	0	0.370	0.410
IFNL2	IL10RB	9606.ENSP00000333639	9606.ENSP00000290200	0	0	0	0	0	0	0.900	0.982	0.998
IFNL2	IL22RA2	9606.ENSP00000333639	9606.ENSP00000296980	0	0	0	0	0	0	0.650	0.626	0.863
IFNL2	IL13	9606.ENSP00000333639	9606.ENSP00000304915	0	0	0	0	0.103	0	0	0.419	0.456
IFNL2	IL20RA	9606.ENSP00000333639	9606.ENSP00000314976	0	0	0	0	0	0	0.650	0.677	0.882
IFNL2	IL23R	9606.ENSP00000333639	9606.ENSP00000321345	0	0	0	0	0.047	0	0.650	0.151	0.692
IFNL2	IFNLR1	9606.ENSP00000333639	9606.ENSP00000327824	0	0	0	0	0	0	0.900	0.999	0.999
IFNL2	IL20RB	9606.ENSP00000333639	9606.ENSP00000328133	0	0	0	0	0.050	0	0.650	0.370	0.772
IFNL2	IL17A	9606.ENSP00000333639	9606.ENSP00000497968	0	0	0	0	0.106	0	0	0.433	0.471
IFNL2	IFNW1	9606.ENSP00000333639	9606.ENSP00000369578	0	0	0	0	0.075	0	0	0.461	0.480
IFNL2	IL24	9606.ENSP00000333639	9606.ENSP00000375795	0	0	0	0	0	0	0	0.518	0.518
IFNL2	IL6	9606.ENSP00000333639	9606.ENSP00000385675	0	0	0	0	0.049	0	0	0.516	0.520
IFNL2	IL19	9606.ENSP00000333639	9606.ENSP00000499459	0	0	0	0	0.105	0	0	0.620	0.645
IFNL2	IL13RA2	9606.ENSP00000333639	9606.ENSP00000361004	0	0	0	0	0	0	0.650	0	0.650
IFNL2	PRLR	9606.ENSP00000333639	9606.ENSP00000482954	0	0	0	0	0	0	0.650	0	0.650
IFNL2	IL13RA1	9606.ENSP00000333639	9606.ENSP00000360730	0	0	0	0	0	0	0.650	0.073	0.661
IFNL2	IL2RA	9606.ENSP00000333639	9606.ENSP00000369293	0	0	0	0	0	0	0.650	0.108	0.674
IFNL2	IL5RA	9606.ENSP00000333639	9606.ENSP00000412209	0	0	0	0	0	0	0.650	0.114	0.676
IFNL2	IL4R	9606.ENSP00000333639	9606.ENSP00000379111	0	0	0	0	0	0	0.650	0.125	0.680
IFNL2	IL11RA	9606.ENSP00000333639	9606.ENSP00000450565	0	0	0	0	0	0	0.650	0.128	0.681
IFNL2	IL21R	9606.ENSP00000333639	9606.ENSP00000338010	0	0	0	0	0	0	0.650	0.167	0.696
IFNL2	IL12RB1	9606.ENSP00000333639	9606.ENSP00000470788	0	0	0	0	0	0	0.650	0.180	0.700
IFNL2	IL6ST	9606.ENSP00000333639	9606.ENSP00000370698	0	0	0	0	0	0	0.650	0.179	0.700
IFNL2	STAT1	9606.ENSP00000333639	9606.ENSP00000354394	0	0	0	0	0.049	0	0	0.750	0.752
IFNL2	IL6R	9606.ENSP00000333639	9606.ENSP00000357470	0	0	0.227	0	0	0	0.650	0.167	0.754
IFNL2	TYK2	9606.ENSP00000333639	9606.ENSP00000431885	0	0	0	0	0	0	0.500	0.676	0.831
IFNL2	IL10	9606.ENSP00000333639	9606.ENSP00000412237	0	0	0	0	0.042	0	0	0.838	0.838
IFNL2	IL22	9606.ENSP00000333639	9606.ENSP00000442424	0	0	0	0	0.109	0	0	0.894	0.901
IFNL2	JAK1	9606.ENSP00000333639	9606.ENSP00000499900	0	0	0	0	0	0	0.500	0.814	0.903
IFNL2	IFNL3	9606.ENSP00000333639	9606.ENSP00000481633	0	0	0.048	0.985	0.633	0	0.900	0.961	0.998
IFNL3	IL2RB	9606.ENSP00000481633	9606.ENSP00000216223	0	0	0.247	0	0	0	0.650	0.071	0.734
IFNL3	IL10RA	9606.ENSP00000481633	9606.ENSP00000227752	0	0	0	0	0	0	0.650	0.812	0.931
IFNL3	IL26	9606.ENSP00000481633	9606.ENSP00000229134	0	0	0	0	0.103	0	0	0.724	0.741
IFNL3	IL9R	9606.ENSP00000481633	9606.ENSP00000244174	0	0	0	0	0	0	0.650	0.086	0.666
IFNL3	IL12RB2	9606.ENSP00000481633	9606.ENSP00000262345	0	0	0	0	0.042	0	0.650	0.108	0.674
IFNL3	IL27RA	9606.ENSP00000481633	9606.ENSP00000263379	0	0	0	0	0	0	0.650	0.086	0.666
IFNL3	IL22RA1	9606.ENSP00000481633	9606.ENSP00000270800	0	0	0	0	0	0	0.650	0.698	0.889
IFNL3	IL10RB	9606.ENSP00000481633	9606.ENSP00000290200	0	0	0	0	0	0.900	0.900	0.994	0.999
IFNL3	IL22RA2	9606.ENSP00000481633	9606.ENSP00000296980	0	0	0	0	0	0	0.650	0.733	0.902
IFNL3	IL20RA	9606.ENSP00000481633	9606.ENSP00000314976	0	0	0	0	0	0	0.650	0.733	0.902
IFNL3	IL23R	9606.ENSP00000481633	9606.ENSP00000321345	0	0	0	0	0.042	0	0.650	0.108	0.674
IFNL3	IFNLR1	9606.ENSP00000481633	9606.ENSP00000327824	0	0	0	0	0	0.900	0.900	0.999	0.999
IFNL3	IL20RB	9606.ENSP00000481633	9606.ENSP00000328133	0	0	0	0	0.050	0	0.650	0.680	0.884
IFNL3	IL21R	9606.ENSP00000481633	9606.ENSP00000338010	0	0	0	0	0	0	0.650	0.192	0.705
IFNL3	STAT1	9606.ENSP00000481633	9606.ENSP00000354394	0	0	0	0	0.049	0.193	0	0.745	0.787
IFNL3	IL6R	9606.ENSP00000481633	9606.ENSP00000357470	0	0	0.227	0	0	0	0.650	0.131	0.744
IFNL3	IL13RA1	9606.ENSP00000481633	9606.ENSP00000360730	0	0	0	0	0	0	0.650	0.060	0.656
IFNL3	IL13RA2	9606.ENSP00000481633	9606.ENSP00000361004	0	0	0	0	0	0	0.650	0	0.650
IFNL3	IL2RA	9606.ENSP00000481633	9606.ENSP00000369293	0	0	0	0	0	0	0.650	0.110	0.675
IFNL3	IFNW1	9606.ENSP00000481633	9606.ENSP00000369578	0	0	0	0	0.145	0	0	0.412	0.476
IFNL3	IL6ST	9606.ENSP00000481633	9606.ENSP00000370698	0	0	0	0	0	0	0.650	0.108	0.674
IFNL3	IL24	9606.ENSP00000481633	9606.ENSP00000375795	0	0	0	0	0	0	0	0.449	0.449
IFNL3	IL4R	9606.ENSP00000481633	9606.ENSP00000379111	0	0	0	0	0	0	0.650	0.137	0.685
IFNL3	IL6	9606.ENSP00000481633	9606.ENSP00000385675	0	0	0	0	0.049	0	0	0.444	0.449
IFNL3	IL5RA	9606.ENSP00000481633	9606.ENSP00000412209	0	0	0	0	0	0	0.650	0	0.650
IFNL3	IL10	9606.ENSP00000481633	9606.ENSP00000412237	0	0	0	0	0	0	0	0.813	0.813
IFNL3	TYK2	9606.ENSP00000481633	9606.ENSP00000431885	0	0	0	0	0	0	0.500	0.447	0.711
IFNL3	IL22	9606.ENSP00000481633	9606.ENSP00000442424	0	0	0	0	0.109	0	0	0.739	0.757
IFNL3	IL11RA	9606.ENSP00000481633	9606.ENSP00000450565	0	0	0	0	0	0	0.650	0	0.650
IFNL3	IL12RB1	9606.ENSP00000481633	9606.ENSP00000470788	0	0	0	0	0	0.190	0.650	0.170	0.744
IFNL3	IL19	9606.ENSP00000481633	9606.ENSP00000499459	0	0	0	0	0.103	0	0	0.478	0.511
IFNL3	PRLR	9606.ENSP00000481633	9606.ENSP00000482954	0	0	0	0	0	0	0.650	0	0.650
IFNL3	JAK1	9606.ENSP00000481633	9606.ENSP00000499900	0	0	0	0	0	0	0.500	0.659	0.822
IFNLR1	IL10RA	9606.ENSP00000327824	9606.ENSP00000227752	0	0	0	0	0.050	0	0	0.930	0.930
IFNLR1	IL23A	9606.ENSP00000327824	9606.ENSP00000228534	0	0	0	0	0.056	0	0.650	0.085	0.671
IFNLR1	IL26	9606.ENSP00000327824	9606.ENSP00000229134	0	0	0	0	0	0	0	0.820	0.820
IFNLR1	IL12B	9606.ENSP00000327824	9606.ENSP00000231228	0	0	0	0	0	0	0.650	0.114	0.676
IFNLR1	IL4	9606.ENSP00000327824	9606.ENSP00000231449	0	0	0	0	0	0	0.650	0.270	0.733
IFNLR1	STAT3	9606.ENSP00000327824	9606.ENSP00000264657	0	0	0	0	0	0	0.500	0.323	0.647
IFNLR1	IL22RA1	9606.ENSP00000327824	9606.ENSP00000270800	0	0.223	0.328	0	0.067	0	0	0.677	0.822
IFNLR1	IL9	9606.ENSP00000327824	9606.ENSP00000274520	0	0	0	0	0.050	0	0.650	0.122	0.682
IFNLR1	IL10RB	9606.ENSP00000327824	9606.ENSP00000290200	0	0	0	0	0.067	0.900	0.900	0.999	0.999
IFNLR1	IL22RA2	9606.ENSP00000327824	9606.ENSP00000296980	0	0	0	0	0.046	0	0	0.693	0.694
IFNLR1	IL12A	9606.ENSP00000327824	9606.ENSP00000303231	0	0	0	0	0.044	0	0.650	0	0.651
IFNLR1	IL13	9606.ENSP00000327824	9606.ENSP00000304915	0	0	0	0	0	0	0.650	0.276	0.735
IFNLR1	IL20RA	9606.ENSP00000327824	9606.ENSP00000314976	0	0	0.120	0.559	0.061	0	0	0.481	0.534
IFNLR1	IL20RB	9606.ENSP00000327824	9606.ENSP00000328133	0	0	0	0	0.042	0.081	0	0.375	0.402
IFNLR1	IL13RA1	9606.ENSP00000327824	9606.ENSP00000360730	0	0	0.375	0	0.051	0	0	0.125	0.435
IFNLR1	STAT4	9606.ENSP00000327824	9606.ENSP00000351255	0	0	0	0	0.042	0	0.500	0.254	0.611
IFNLR1	IL20	9606.ENSP00000327824	9606.ENSP00000356065	0	0	0	0	0	0	0.650	0	0.650
IFNLR1	IFNW1	9606.ENSP00000327824	9606.ENSP00000369578	0	0	0	0	0	0	0.650	0.447	0.798
IFNLR1	IL24	9606.ENSP00000327824	9606.ENSP00000375795	0	0	0	0	0	0	0.650	0.547	0.834
IFNLR1	IL6	9606.ENSP00000327824	9606.ENSP00000385675	0	0	0	0	0	0	0.650	0.574	0.844
IFNLR1	IL19	9606.ENSP00000327824	9606.ENSP00000499459	0	0	0	0	0	0	0.650	0.595	0.852
IFNLR1	IL22	9606.ENSP00000327824	9606.ENSP00000442424	0	0	0	0	0	0	0.650	0.769	0.915
IFNLR1	STAT1	9606.ENSP00000327824	9606.ENSP00000354394	0	0	0	0	0	0	0.500	0.853	0.923
IFNLR1	IL10	9606.ENSP00000327824	9606.ENSP00000412237	0	0	0	0	0.066	0	0.650	0.798	0.928
IFNLR1	TYK2	9606.ENSP00000327824	9606.ENSP00000431885	0	0	0	0	0	0.068	0.650	0.861	0.951
IFNLR1	JAK1	9606.ENSP00000327824	9606.ENSP00000499900	0	0	0	0	0	0.961	0.900	0.956	0.999
IFNW1	IL2RB	9606.ENSP00000369578	9606.ENSP00000216223	0	0	0	0	0	0	0.650	0	0.650
IFNW1	IL10RA	9606.ENSP00000369578	9606.ENSP00000227752	0	0	0	0	0	0	0.650	0.074	0.662
IFNW1	IL9R	9606.ENSP00000369578	9606.ENSP00000244174	0	0	0	0	0	0	0.650	0.077	0.663
IFNW1	IL12RB2	9606.ENSP00000369578	9606.ENSP00000262345	0	0	0	0	0	0	0.650	0	0.650
IFNW1	IL27RA	9606.ENSP00000369578	9606.ENSP00000263379	0	0	0	0	0	0	0.650	0	0.650
IFNW1	IL22RA1	9606.ENSP00000369578	9606.ENSP00000270800	0	0	0	0	0	0	0.650	0.123	0.680
IFNW1	IL10RB	9606.ENSP00000369578	9606.ENSP00000290200	0	0	0	0	0.058	0.091	0.650	0.458	0.816
IFNW1	IL22RA2	9606.ENSP00000369578	9606.ENSP00000296980	0	0	0	0	0.047	0	0.650	0	0.652
IFNW1	IL20RA	9606.ENSP00000369578	9606.ENSP00000314976	0	0	0	0	0	0	0.650	0	0.650
IFNW1	IL23R	9606.ENSP00000369578	9606.ENSP00000321345	0	0	0	0	0.043	0	0.650	0.052	0.654
IFNW1	IL20RB	9606.ENSP00000369578	9606.ENSP00000328133	0	0	0	0	0	0	0.650	0	0.650
IFNW1	IL21R	9606.ENSP00000369578	9606.ENSP00000338010	0	0	0	0	0	0	0.650	0.060	0.656
IFNW1	IL6R	9606.ENSP00000369578	9606.ENSP00000357470	0	0	0	0	0.065	0	0.650	0.093	0.677
IFNW1	IL13RA1	9606.ENSP00000369578	9606.ENSP00000360730	0	0	0	0	0.074	0	0.650	0.067	0.671
IFNW1	IL13RA2	9606.ENSP00000369578	9606.ENSP00000361004	0	0	0	0	0	0	0.650	0.074	0.662
IFNW1	IL2RA	9606.ENSP00000369578	9606.ENSP00000369293	0	0	0	0	0.044	0	0.650	0.105	0.674
IFNW1	IL17A	9606.ENSP00000369578	9606.ENSP00000497968	0	0	0	0	0.109	0	0	0.374	0.418
IFNW1	IL11RA	9606.ENSP00000369578	9606.ENSP00000450565	0	0	0	0	0	0	0.650	0	0.650
IFNW1	IL6ST	9606.ENSP00000369578	9606.ENSP00000370698	0	0	0	0	0	0	0.650	0	0.650
IFNW1	PRLR	9606.ENSP00000369578	9606.ENSP00000482954	0	0	0	0	0.044	0	0.650	0.047	0.653
IFNW1	IL4R	9606.ENSP00000369578	9606.ENSP00000379111	0	0	0	0	0.059	0	0.650	0.049	0.659
IFNW1	IL5RA	9606.ENSP00000369578	9606.ENSP00000412209	0	0	0	0	0.089	0	0.650	0	0.667
IFNW1	IL12RB1	9606.ENSP00000369578	9606.ENSP00000470788	0	0	0	0	0	0	0.650	0.385	0.775
IL10	IL2RB	9606.ENSP00000412237	9606.ENSP00000216223	0	0	0	0	0.096	0	0.650	0.792	0.928
IL10	IL10RA	9606.ENSP00000412237	9606.ENSP00000227752	0	0	0	0	0.072	0.988	0.900	0.998	0.999
IL10	IL23A	9606.ENSP00000412237	9606.ENSP00000228534	0	0	0	0	0.094	0	0.400	0.727	0.838
IL10	IL12B	9606.ENSP00000412237	9606.ENSP00000231228	0	0	0	0	0.147	0	0.400	0.507	0.725
IL10	IL4	9606.ENSP00000412237	9606.ENSP00000231449	0	0	0	0	0.043	0	0	0.986	0.986
IL10	IL9R	9606.ENSP00000412237	9606.ENSP00000244174	0	0	0	0	0	0	0.650	0.310	0.748
IL10	LGALS3	9606.ENSP00000412237	9606.ENSP00000254301	0	0	0	0	0.069	0	0	0.630	0.641
IL10	IL12RB2	9606.ENSP00000412237	9606.ENSP00000262345	0	0	0	0	0.074	0	0.650	0.803	0.930
IL10	IL37	9606.ENSP00000412237	9606.ENSP00000263326	0	0	0	0	0	0	0	0.593	0.593
IL10	IL27RA	9606.ENSP00000412237	9606.ENSP00000263379	0	0	0	0	0.071	0	0.650	0.571	0.848
IL10	STAT3	9606.ENSP00000412237	9606.ENSP00000264657	0	0	0	0	0.057	0.301	0.500	0.916	0.968
IL10	IL22RA1	9606.ENSP00000412237	9606.ENSP00000270800	0	0	0	0	0	0	0.650	0.747	0.907
IL10	IL9	9606.ENSP00000412237	9606.ENSP00000274520	0	0	0	0	0.049	0	0	0.959	0.959
IL10	IL18	9606.ENSP00000412237	9606.ENSP00000280357	0	0	0	0	0.165	0	0.400	0.917	0.955
IL10	IL10RB	9606.ENSP00000412237	9606.ENSP00000290200	0	0	0	0	0.042	0.975	0.900	0.997	0.999
IL10	IL22RA2	9606.ENSP00000412237	9606.ENSP00000296980	0	0	0	0	0.086	0	0.650	0.370	0.781
IL10	NOD2	9606.ENSP00000412237	9606.ENSP00000300589	0	0	0	0	0.063	0	0	0.694	0.701
IL10	IL12A	9606.ENSP00000412237	9606.ENSP00000303231	0	0	0	0	0.087	0	0.400	0.362	0.620
IL10	IL13	9606.ENSP00000412237	9606.ENSP00000304915	0	0	0	0	0.043	0	0	0.952	0.952
IL10	IL20RA	9606.ENSP00000412237	9606.ENSP00000314976	0	0	0	0	0	0	0.650	0.642	0.869
IL10	IL23R	9606.ENSP00000412237	9606.ENSP00000321345	0	0	0	0	0.086	0	0.650	0.913	0.970
IL10	IL20RB	9606.ENSP00000412237	9606.ENSP00000328133	0	0	0	0	0.048	0	0.650	0.681	0.884
IL10	NLRP3	9606.ENSP00000412237	9606.ENSP00000337383	0	0	0	0	0.091	0.046	0	0.671	0.690
IL10	IL21R	9606.ENSP00000412237	9606.ENSP00000338010	0	0	0	0	0.144	0	0.650	0.524	0.845
IL10	STAT4	9606.ENSP00000412237	9606.ENSP00000351255	0	0	0	0	0.091	0.046	0.750	0.762	0.941
IL10	STAT1	9606.ENSP00000412237	9606.ENSP00000354394	0	0	0	0	0.059	0.046	0	0.862	0.865
IL10	IL6R	9606.ENSP00000412237	9606.ENSP00000357470	0	0	0	0	0.060	0	0.650	0.787	0.923
IL10	IL13RA1	9606.ENSP00000412237	9606.ENSP00000360730	0	0	0	0	0	0	0.650	0.616	0.859
IL10	IL13RA2	9606.ENSP00000412237	9606.ENSP00000361004	0	0	0	0	0.042	0	0.650	0.434	0.793
IL10	IL2RA	9606.ENSP00000412237	9606.ENSP00000369293	0	0	0	0	0.201	0	0.650	0.910	0.972
IL10	IL6ST	9606.ENSP00000412237	9606.ENSP00000370698	0	0	0	0	0.071	0	0.650	0.464	0.810
IL10	IL24	9606.ENSP00000412237	9606.ENSP00000375795	0	0	0	0	0.152	0	0	0.838	0.856
IL10	IL4R	9606.ENSP00000412237	9606.ENSP00000379111	0	0	0	0	0.045	0.052	0.650	0.904	0.965
IL10	RELA	9606.ENSP00000412237	9606.ENSP00000384273	0	0	0	0	0	0	0	0.701	0.701
IL10	IL6	9606.ENSP00000412237	9606.ENSP00000385675	0	0	0	0	0.130	0	0.800	0.988	0.997
IL10	IL5RA	9606.ENSP00000412237	9606.ENSP00000412209	0	0	0	0	0	0	0.650	0.348	0.762
IL10	IRGM	9606.ENSP00000412237	9606.ENSP00000428220	0	0	0	0	0	0	0	0.559	0.559
IL10	PRLR	9606.ENSP00000412237	9606.ENSP00000482954	0	0	0	0	0.042	0	0.650	0.136	0.685
IL10	IL11RA	9606.ENSP00000412237	9606.ENSP00000450565	0	0	0	0	0	0	0.650	0.224	0.716
IL10	IRF5	9606.ENSP00000412237	9606.ENSP00000418037	0	0	0	0	0.072	0.128	0	0.745	0.775
IL10	IL19	9606.ENSP00000412237	9606.ENSP00000499459	0	0	0	0	0.068	0	0	0.869	0.872
IL10	IL12RB1	9606.ENSP00000412237	9606.ENSP00000470788	0	0	0	0	0.124	0	0.650	0.768	0.922
IL10	IL22	9606.ENSP00000412237	9606.ENSP00000442424	0	0	0	0	0.125	0	0	0.939	0.944
IL10	TYK2	9606.ENSP00000412237	9606.ENSP00000431885	0	0	0	0	0.055	0.052	0.500	0.919	0.958
IL10	JAK1	9606.ENSP00000412237	9606.ENSP00000499900	0	0	0	0	0.055	0.052	0.500	0.953	0.976
IL10	IL17A	9606.ENSP00000412237	9606.ENSP00000497968	0	0	0	0	0.119	0	0.400	0.965	0.980
IL10RA	IL2RB	9606.ENSP00000227752	9606.ENSP00000216223	0	0	0	0	0.352	0	0	0.644	0.759
IL10RA	IL12RB2	9606.ENSP00000227752	9606.ENSP00000262345	0	0	0	0	0.049	0	0	0.399	0.404
IL10RA	IRF5	9606.ENSP00000227752	9606.ENSP00000418037	0	0	0	0	0.229	0	0	0.264	0.409
IL10RA	IL27RA	9606.ENSP00000227752	9606.ENSP00000263379	0	0	0	0	0.083	0	0	0.398	0.424
IL10RA	STAT4	9606.ENSP00000227752	9606.ENSP00000351255	0	0	0	0	0.221	0.087	0	0.323	0.476
IL10RA	IL23R	9606.ENSP00000227752	9606.ENSP00000321345	0	0	0	0	0.090	0	0	0.479	0.505
IL10RA	IL17A	9606.ENSP00000227752	9606.ENSP00000497968	0	0	0	0	0.068	0	0	0.543	0.555
IL10RA	IL12RB1	9606.ENSP00000227752	9606.ENSP00000470788	0	0	0	0	0.182	0	0	0.516	0.587
IL10RA	IL5RA	9606.ENSP00000227752	9606.ENSP00000412209	0	0	0	0	0.047	0	0	0.591	0.594
IL10RA	IL20RA	9606.ENSP00000227752	9606.ENSP00000314976	0	0	0	0.559	0	0	0	0.594	0.594
IL10RA	IL21R	9606.ENSP00000227752	9606.ENSP00000338010	0	0	0	0	0.298	0	0	0.462	0.607
IL10RA	IL6ST	9606.ENSP00000227752	9606.ENSP00000370698	0	0	0	0	0.042	0	0	0.608	0.608
IL10RA	NOD2	9606.ENSP00000227752	9606.ENSP00000300589	0	0	0	0	0.325	0	0	0.448	0.611
IL10RA	IL18	9606.ENSP00000227752	9606.ENSP00000280357	0	0	0.310	0	0.106	0	0	0.447	0.629
IL10RA	IL20	9606.ENSP00000227752	9606.ENSP00000356065	0	0	0	0	0	0	0.650	0.055	0.655
IL10RA	IL12A	9606.ENSP00000227752	9606.ENSP00000303231	0	0	0	0	0	0	0.650	0.117	0.677
IL10RA	IL22RA2	9606.ENSP00000227752	9606.ENSP00000296980	0	0	0	0	0.092	0	0	0.660	0.678
IL10RA	IL12B	9606.ENSP00000227752	9606.ENSP00000231228	0	0	0	0	0.047	0	0.650	0.170	0.699
IL10RA	IL2RA	9606.ENSP00000227752	9606.ENSP00000369293	0	0	0	0	0.159	0	0	0.664	0.705
IL10RA	IL13RA1	9606.ENSP00000227752	9606.ENSP00000360730	0	0	0	0	0.049	0	0	0.724	0.726
IL10RA	IL9	9606.ENSP00000227752	9606.ENSP00000274520	0	0	0	0	0	0	0.650	0.315	0.750
